ID,Man/Auto,Fund,Anum,Value Dt,Month,Trans Id,Entry Id,Aname,FS LEVEL,Currency Code,Cur Amount,Fx Rate,Amount
57112,M,Fund 4,22001,42825,3,1976711,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-128646.7
57113,M,Fund 7,22001,42794,2,3031772,1,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-425765.26
57114,M,Fund 10,22001,42947,7,4580354,1,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-282316.74
57115,M,Fund 8,22001,42794,2,91110,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-2205.05
57116,M,Fund 17,22001,42916,6,13834,1,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-35951.42
57117,M,Fund 10,22001,42855,4,4146206,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-251831.43
57118,M,Fund 17,22001,42856,5,4735,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,31231.53
57119,M,Fund 6,22001,42855,4,1115777,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-8448.88
57120,M,Fund 7,22001,42886,5,3156616,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-435813.53
57121,M,Fund 8,22001,42797,3,92356,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,4410.31
57122,M,Fund 10,22001,42767,2,3911627,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,247867.3
57123,M,Fund 17,22001,42887,6,7927,1,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,21730.23
57124,M,Fund 17,22001,42856,5,4830,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-31231.53
57125,M,Fund 15,22001,42886,5,3809023,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-99587.72
57126,M,Fund 2,22001,42877,5,5416914,5,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,160073.14
57127,M,Fund 7,22001,42855,4,3118614,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-439283.54
57128,M,Fund 9,22001,42886,5,101333,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-5539.51
57129,M,Fund 8,22001,42825,3,92404,3,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-0.36
57130,M,Fund 6,22001,42916,6,1127191,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,6091.74
57131,M,Fund 6,22001,42855,4,1101531,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,3291.04
57132,M,Fund 9,22001,42873,5,101266,1,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,8309
57133,M,Fund 9,22001,42916,6,102240,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-0.09
57134,M,Fund 4,22001,42856,5,2000673,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,131534.04
57135,M,Fund 6,22001,42794,2,1079087,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-8529.37
57136,M,Fund 10,22001,42886,5,4270462,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-503662.86
57137,M,Fund 11,22001,42886,5,6105,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-247615.89
57138,M,Fund 5,22001,42855,4,648151,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-305154.46
57139,M,Fund 15,22001,42916,6,3826615,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-92302.64
57140,M,Fund 8,22001,42855,4,94111,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-2140.59
57141,M,Fund 4,22001,42872,5,1995306,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,131535.77
57142,M,Fund 4,22001,42886,5,2000681,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-131534.04
57143,M,Fund 15,22001,42794,2,3763063,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-127598
57144,M,Fund 8,22001,42916,6,97010,3,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-0.13
57145,M,Fund 6,22001,42825,3,1090433,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-8529.37
57146,M,Fund 17,22001,42825,3,956,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-22177.42
57147,M,Fund 6,22001,43069,11,1154898,1,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,9670.48
57148,M,Fund 4,22001,42978,8,2026109,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-132551.37
57149,M,Fund 6,22001,42947,7,1136643,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,4714.68
57150,M,Fund 5,22001,43040,11,874942,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,304307.42
57151,M,Fund 15,22001,42978,8,3850821,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-76082.12
57152,M,Fund 17,22001,43008,9,30453,1,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-40052.64
57153,M,Fund 9,22001,42947,7,103947,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-2756.18
57154,M,Fund 7,22001,43039,10,3333808,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-469048.67
57155,M,Fund 15,22001,43061,11,3883920,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,242145.63
57156,M,Fund 8,22001,43052,11,102211,3,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,1839.24
57157,M,Fund 8,22001,43039,10,101343,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-1839.45
57158,M,Fund 17,22001,43069,11,39227,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,21312.92
57159,M,Fund 11,22001,43069,11,17686,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-505870.72
57160,M,Fund 6,22001,42978,8,1142525,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-17624.68
57161,M,Fund 17,22001,42948,8,17191,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-40052.29
57162,M,Fund 17,22001,43084,12,40084,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-21136.04
57163,M,Fund 11,22001,43008,9,12215,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-250924.22
57164,M,Fund 4,22001,42947,7,2019243,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-132551.38
57165,M,Fund 9,22001,43052,11,108082,1,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,8232
57166,M,Fund 17,22001,43008,9,28803,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,40051.84
57167,M,Fund 15,22001,43008,9,3868346,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-76658.16
57168,M,Fund 7,22001,42916,6,3200741,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-428863.66
57169,M,Fund 9,22001,42964,8,104842,5,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,2756.27
57170,M,Fund 6,22001,43008,9,1146102,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-0.32
57171,M,Fund 10,22001,42916,6,4457985,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-787959.86
57172,M,Fund 17,22001,42948,8,17416,1,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,40052.29
57173,M,Fund 4,22001,43069,11,2048235,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-132824.05
57174,M,Fund 15,22001,42948,8,3839628,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,314600.26
57175,M,Fund 17,22001,42947,7,17193,1,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-40052.29
57176,M,Fund 2,22001,42961,8,5559887,5,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,157482.56
57177,M,Fund 6,22001,43039,10,1152474,1,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-4835.08
57178,M,Fund 10,22001,42978,8,4680338,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,282316.73
57179,M,Fund 7,22001,43008,9,3297247,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-458596.55
57180,M,Fund 10,22001,42978,8,4711628,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-564633.47
57181,M,Fund 5,22001,42947,7,744930,1,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-306402.43
57182,M,Fund 11,22001,42978,8,9413,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-250924.22
57183,M,Fund 17,22001,43070,12,38408,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,21136.04
57184,M,Fund 7,22001,43042,11,3338762,1,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,2658170
57185,M,Fund 10,22001,43008,9,4903916,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-0.59
57186,M,Fund 15,22001,43039,10,3878533,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-77271.98
57187,M,Fund 17,22001,43054,11,38255,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,61912.65
57188,M,Fund 9,22001,43069,11,108471,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-5488.14
57189,M,Fund 10,22001,43069,11,5085353,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,560312.98
57190,M,Fund 9,22001,43039,10,107489,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-2743.86
57191,M,Fund 8,22001,42964,8,98345,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,1908.35
57192,M,Fund 11,22001,42916,6,6295,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-247615.89
57193,M,Fund 5,22001,42963,8,743661,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,306402.43
57194,M,Fund 10,22001,43008,9,4903917,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-846949.01
57195,M,Fund 5,22001,43039,10,852806,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-304307.42
57196,M,Fund 10,22001,43008,9,4892247,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,282316.73
57197,M,Fund 8,22001,42947,7,98035,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-1908.22
57198,M,Fund 11,22001,43069,11,16254,1,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,505871.17
57199,M,Fund 15,22001,42947,7,3836166,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-89405.34
57200,M,Fund 8,22001,43039,10,101344,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,0.21
57201,M,Fund 11,22001,42978,8,9415,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,501848.23
57202,M,Fund 17,22001,42978,8,23593,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-40052.64
57203,M,Fund 10,22001,42916,6,4451170,1,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,502795.1
57204,M,Fund 17,22001,43069,11,39376,1,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-21312.92
57205,M,Fund 15,22001,43069,11,3893889,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-74600.58
57206,M,Fund 10,22001,43100,12,5228853,1,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-280156.79
57207,M,Fund 7,22001,43069,11,3365232,1,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-472024.9
57208,M,Fund 17,22001,43100,12,42626,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,17516.21
57209,M,Fund 11,22001,43100,12,21188,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,252935.36
57210,M,Fund 11,22001,43069,11,17599,1,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,252935.36
57211,M,Fund 2,22001,43100,12,5820191,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-0.64
57212,M,Fund 4,22001,43100,12,2057002,1,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-132824.04
57213,M,Fund 7,22001,43100,12,3399229,1,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-473010.31
57214,M,Fund 17,22001,43084,12,40093,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,21586.22
57215,M,Fund 17,22001,43100,12,43683,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-26835.93
57216,M,Fund 17,22001,43084,12,41547,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-21586.22
57217,M,Fund 11,22001,43100,12,23892,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-758806.07
57218,M,Fund 15,22001,43100,12,3908118,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-65007.62
57219,M,Fund 6,22001,42856,5,1115778,1,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,8448.88
57220,M,Fund 10,22001,43069,11,5125328,1,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-280156.79
57221,M,Fund 6,22001,42964,8,1138700,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,12910
57222,M,Fund 17,22001,42978,8,21438,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,87413.16
57223,M,Fund 14,22001,43069,11,270,1,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-11716.83
57224,M,Fund 4,22001,43039,10,2041368,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-132824.05
57225,M,Fund 6,22001,42873,5,1102888,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,22056
57226,M,Fund 17,22001,42916,6,10886,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,28643.26
57227,M,Fund 2,22001,42767,2,5264826,5,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,159355.26
57228,M,Fund 9,22001,42790,2,96966,1,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,2781.63
57229,M,Fund 17,22001,43039,10,36595,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-40775.81
57230,M,Fund 10,22001,42978,8,4711626,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,282316.74
57231,M,Fund 7,22001,42978,8,3247717,1,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-451489.12
57232,M,Fund 9,22001,42855,4,100334,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-2769.49
57233,M,Fund 5,22001,42873,5,655393,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,305759.63
57234,M,Fund 6,22001,42916,6,1129633,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-6091.74
57235,M,Fund 4,22001,42855,4,1992444,1,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-131534.05
57236,M,Fund 10,22001,42916,6,4456870,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,251831.56
57237,M,Fund 6,22001,42794,2,1079089,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,8529.37
57238,M,Fund 10,22001,43100,12,5212747,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,280156.79
57239,M,Fund 11,22001,43039,10,14536,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-252935.36
57240,M,Fund 11,22001,42947,7,7607,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-250924.22
57241,M,Fund 5,22001,42790,2,481400,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,231525.62
57242,M,Fund 2,22001,42826,4,5416666,1,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-0.38
57243,M,Fund 8,22001,42880,5,95242,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,2140.95
57244,M,Fund 11,22001,42916,6,6277,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,247616.33
57245,M,Fund 11,22001,43008,9,12217,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,250923.77
57246,M,Fund 17,22001,43054,11,38259,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-21136.04
57247,M,Fund 7,22001,42825,3,3089095,1,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-429488.21
57248,M,Fund 17,22001,42855,4,4727,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-31231.53
57249,M,Fund 10,22001,43039,10,5031115,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-280156.79
57250,M,Fund 2,22001,42947,7,5555772,1,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-157482.56
57251,M,Fund 11,22001,43100,12,23890,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,505870.72
57252,M,Fund 11,22001,42794,2,5392,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-241576.63
57253,M,Fund 9,22001,42766,1,94718,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-2781.63
57254,M,Fund 4,22001,42766,1,1967156,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-128646.7
57255,M,Fund 10,22001,42766,1,3796114,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-247867.3
57256,M,Fund 2,22001,42766,1,5230290,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-159354.56
57257,M,Fund 7,22001,42769,2,2996236,1,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,1346413
57258,M,Fund 4,22001,43008,9,2034448,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-132551.38
57259,M,Fund 6,22001,43069,11,1157589,1,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-4835.08
57260,M,Fund 15,22001,42855,4,3798595,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-122709.9
57261,M,Fund 6,22001,42886,5,1113240,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-6091.74
57262,M,Fund 10,22001,43008,9,4903906,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,564632.28
57263,M,Fund 10,22001,43039,10,5015683,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,1.19
57264,M,Fund 4,22001,42916,6,2007455,3,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-1.86
57265,M,Fund 7,22001,42864,5,3107826,1,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,1305536
57266,M,Fund 14,22001,43100,12,708,1,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-11716.83
57267,M,Fund 10,22001,42978,8,4625391,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,315649.94
57268,M,Fund 2,22001,43100,12,5820195,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,0.64
57269,M,Fund 17,22001,42867,5,6157,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-12089.63
57270,M,Fund 17,22001,42886,5,7900,1,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-21730.23
57271,M,Fund 6,22001,42825,3,1090434,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,8529.37
57272,M,Fund 7,22001,42948,8,3227894,2,Mgmt Fees Pay,Accrued expense and other liabilities,USD,0,1,-444123.92
57273,M,Fund 12,22004,42766,1,14408,2,Management Fees  Pay (FTB),Accrued expense and other liabilities,USD,0,1,-1518.37
57274,M,Fund 12,22004,42794,2,14890,2,Management Fees  Pay (FTB),Accrued expense and other liabilities,USD,0,1,-1518.37
57275,M,Fund 12,22004,42794,2,14897,2,Management Fees  Pay (FTB),Accrued expense and other liabilities,USD,0,1,-47599.69
57276,M,Fund 12,22004,42776,2,14638,3,Management Fees  Pay (FTB),Accrued expense and other liabilities,USD,0,1,4555.11
57277,M,Fund 12,22004,42776,2,14638,4,Management Fees  Pay (FTB),Accrued expense and other liabilities,USD,0,1,142798.89
57278,M,Fund 12,22004,42736,1,14428,2,Management Fees  Pay (FTB),Accrued expense and other liabilities,USD,0,1,0.2
57279,M,Fund 12,22004,42766,1,14409,2,Management Fees  Pay (FTB),Accrued expense and other liabilities,USD,0,1,-47599.7
57280,M,Fund 13,22004,42790,2,1310,2,Management Fees  Pay (FTB),Accrued expense and other liabilities,USD,0,1,30140
57281,M,Fund 13,22004,42794,2,1417,2,Management Fees  Pay (FTB),Accrued expense and other liabilities,USD,0,1,-6349.79
57282,M,Fund 12,22004,42873,5,17099,4,Management Fees  Pay (FTB),Accrued expense and other liabilities,USD,0,1,147165.48
57283,M,Fund 12,22004,42886,5,17600,2,Management Fees  Pay (FTB),Accrued expense and other liabilities,USD,0,1,-49055.16
57284,M,Fund 12,22004,42855,4,16720,2,Management Fees  Pay (FTB),Accrued expense and other liabilities,USD,0,1,-49055.16
57285,M,Fund 13,22004,42873,5,3868,1,Management Fees  Pay (FTB),Accrued expense and other liabilities,USD,0,1,42461
57286,M,Fund 13,22004,42913,6,6050,1,Management Fees  Pay (FTB),Accrued expense and other liabilities,USD,0,1,-10562.54
57287,M,Fund 13,22004,42855,4,3195,2,Management Fees  Pay (FTB),Accrued expense and other liabilities,USD,0,1,-10562.54
57288,M,Fund 12,22004,42825,3,15323,2,Management Fees  Pay (FTB),Accrued expense and other liabilities,USD,0,1,1518.38
57289,M,Fund 12,22004,42825,3,15409,2,Management Fees  Pay (FTB),Accrued expense and other liabilities,USD,0,1,-47599.7
57290,M,Fund 12,22004,42794,2,14892,2,Management Fees  Pay (FTB),Accrued expense and other liabilities,USD,0,1,-47599.7
57291,M,Fund 13,22004,42825,3,1735,2,Management Fees  Pay (FTB),Accrued expense and other liabilities,USD,0,1,6349.79
57292,M,Fund 12,22004,42916,6,18054,2,Management Fees  Pay (FTB),Accrued expense and other liabilities,USD,0,1,1521.91
57293,M,Fund 13,22004,42825,3,1766,2,Management Fees  Pay (FTB),Accrued expense and other liabilities,USD,0,1,-10352.91
57294,M,Fund 13,22004,42916,6,6053,2,Management Fees  Pay (FTB),Accrued expense and other liabilities,USD,0,1,10562.54
57295,M,Fund 12,22004,42825,3,15408,2,Management Fees  Pay (FTB),Accrued expense and other liabilities,USD,0,1,-1518.37
57296,M,Fund 12,22004,42886,5,17606,2,Management Fees  Pay (FTB),Accrued expense and other liabilities,USD,0,1,-1521.93
57297,M,Fund 12,22004,42794,2,14898,2,Management Fees  Pay (FTB),Accrued expense and other liabilities,USD,0,1,-1518.38
57298,M,Fund 12,22004,42916,6,18280,2,Management Fees  Pay (FTB),Accrued expense and other liabilities,USD,0,1,-1521.91
57299,M,Fund 13,22004,42947,7,6248,2,Management Fees  Pay (FTB),Accrued expense and other liabilities,USD,0,1,6770.26
57300,M,Fund 12,22004,42947,7,18613,2,Management Fees  Pay (FTB),Accrued expense and other liabilities,USD,0,1,0.02
57301,M,Fund 12,22004,43008,9,19844,2,Management Fees  Pay (FTB),Accrued expense and other liabilities,USD,0,1,-50245.63
57302,M,Fund 13,22004,42978,8,6502,2,Management Fees  Pay (FTB),Accrued expense and other liabilities,USD,0,1,10394.66
57303,M,Fund 12,22004,42978,8,19187,2,Management Fees  Pay (FTB),Accrued expense and other liabilities,USD,0,1,-51751.13
57304,M,Fund 12,22004,43055,11,21093,3,Management Fees  Pay (FTB),Accrued expense and other liabilities,USD,0,1,3510.35
57305,M,Fund 12,22004,43039,10,21008,2,Management Fees  Pay (FTB),Accrued expense and other liabilities,USD,0,1,-1170.12
57306,M,Fund 12,22004,42964,8,18823,3,Management Fees  Pay (FTB),Accrued expense and other liabilities,USD,0,1,4515.94
